Onliner ID;Раздел;Производитель;Товар;Артикул;id-предложения;Цена;Валюта;Описание предложения;Изготовитель;Импортер;Сервисный центр;Гарантия;Срок доставки по Минску;Срок доставки по РБ;Только для юр. лиц;Наличие на складе;В наличии на складе;Срок рассрочки по Халве;Onliner Prime;Цена по промокоду;Повышенная рассрочка Minipay;Кредит на «Родныя тавары»
;Светильники, люстры, бра, споты;БАННЫЕ ШТУЧКИ;"Светильник электрический для бани, металлический, влагозащищенный, термостойкий, ""Банные штучки""";32501;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Косметика по уходу за телом;БАННЫЕ ШТУЧКИ;"Эфирное масло ""Кедр"", 10 мл, в блистере в форме капли, ""Банные штучки""";32209;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Косметика по уходу за телом;БАННЫЕ ШТУЧКИ;"Эфирное масло ""Мята"", 10 мл, в блистере в форме капли, ""Банные штучки""";32212;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для бани;БАННЫЕ ШТУЧКИ;"Ароматизатор ""Вкусный пар"", 350мл, ""Ель"", ""Банные штучки""";32222;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для ванной и туалета;PERFECTO LINEA;Ершик для унитаза, Solid (Солид), серый, PERFECTO LINEA;43-325703;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Веники, совки, щетки для пола;PERFECTO LINEA;Щетка-сметка+ совок с резинкой (набор для уборки), Solid (Солид), красный, PERFECTO LINEA;43-322067;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Веники, совки, щетки для пола;PERFECTO LINEA;Метла + совок (Ленивка) Solid, PERFECTO LINEA;43-205801;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Строительный, слесарный, монтажный инструмент;ВОЛАТ;Ключ трубный КТР-0 ВОЛАТ;13060-00;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Строительный, слесарный, монтажный инструмент;ВОЛАТ;Ключ трубный КТР-1 ВОЛАТ;13060-01;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Мойки высокого давления;WORTEX;Очиститель высокого давления WORTEX PW 1217-1 1.60 кВт, 120 Бар, 390 л/ч;0318309;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Мойки высокого давления;WORTEX;Очиститель высокого давления WORTEX PW 1420 1.90 кВт, 150 бар, 450 л/ч;0318310;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Мойки высокого давления;WORTEX;Очиститель высокого давления WORTEX PW 1523-1 1.90 кВт, 150 бар, 450 л/ч, катушка;0318311;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Мойки высокого давления;WORTEX;Очиститель высокого давления WORTEX PW 1620 2.20 кВт, 165 бар, 450 л/ч;0318312;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 4.5х45 мм белый цинк (500 шт в карт. уп.) STARFIX;SMC3-62620-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 4.0х45 мм белый цинк (500 шт в карт. уп.) STARFIX;SMC3-57625-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 5.0х16 мм желтый цинк (1000 шт в карт. уп.) STARFIX;SMC2-35396-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 3.0х25 мм белый цинк (1000 шт в карт. уп.) STARFIX;SMC1-47605-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 5.0х16 мм белый цинк (1000 шт в карт. уп.) STARFIX;SMC2-67596-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 4.0х12 мм белый цинк (1000 шт в карт. уп.) STARFIX;SMC1-57592-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х16 мм с прессшайбой, цинк, острый, RAL 3005 (50 шт в зип-локе) STARFIX;SMZ1-39657-50;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х75 мм с прессшайбой, цинк, острый (10 шт в зип-локе) STARFIX;SMZ1-32826-10;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х75 мм с прессшайбой, цинк, со сверлом (10 шт в зип-локе) STARFIX;SMZ1-50401-10;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х19 мм с прессшайбой, цинк, со сверлом, RAL 8017 (50 шт в зип-локе) STARFIX;SMZ1-28895-50;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Саморез 4.2х13 мм с прессшайбой, цинк, со сверлом (200 шт в пласт. конт.) STARFIX;SMP1-50339-200;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, звездное небо, PERFECTO LINEA;36-118102;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, калейдоскоп, PERFECTO LINEA;36-118104;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, райский сад, PERFECTO LINEA;36-118105;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, пляж, PERFECTO LINEA;36-118106;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, векторная графика, PERFECTO LINEA;36-118107;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, розы, PERFECTO LINEA;36-118108;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Harmony, ракушки, PERFECTO LINEA;36-118109;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Harmony, бабочки, PERFECTO LINEA;36-118011;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Harmony, блики, PERFECTO LINEA;36-118017;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, листья, PERFECTO LINEA;36-118003;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, морская волна, PERFECTO LINEA;36-118004;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, цветы, PERFECTO LINEA;36-118005;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, жемчужная, PERFECTO LINEA;36-118006;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, рыбки, PERFECTO LINEA;36-118007;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Harmony, бамбук, PERFECTO LINEA;36-118010;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, геометрия, белая, PERFECTO LINEA;36-118001;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, мраморный узор, PERFECTO LINEA;36-118002;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аккумуляторы и зарядные устройства для инструмента;BULL;Аккумулятор BULL AK 4003 18.0 В, 4.0 А*ч, Li-Ion XLTpro;0329205;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Гирлянды и световые фигуры;NEON-NIGHT;Гирлянда «Роса» 2 м, 20 LED, цвет свечения мультиколор, тонкий батарейный блок NEON-NIGHT;303-009-1;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Кабели, адаптеры, разветвители;REXANT;Кабель RG-6U+Cu (75 Ом), Cu/Al/Cu (1,0/Al/48х0,12 мм) 64%, (бухта 100 м), белый REXANT;01-2221;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Наборы инструментов;REXANT;Набор для точных работ 25 предметов в чехле REXANT;12-4762;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 3.5х50 мм белый цинк (25 шт в зип-локе) STARFIX;SMZ1-52630-25;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 6.0х120 мм белый цинк (10 шт в зип-локе) STARFIX;SMZ3-77700-10;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 5.0х30 мм белый цинк (500 шт в карт. уп.) STARFIX;SMC2-67610-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 3.5х50 мм белый цинк (500 шт в карт. уп.) STARFIX;SMC3-52630-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 6.0х180 мм белый цинк (30 шт в карт. уп.) STARFIX;SMC3-77760-30;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 6.0х120 мм белый цинк (100 шт в карт. уп.) STARFIX;SMC3-77700-100;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Шуруп универсальный 6.0х100 мм белый цинк (100 шт в карт. уп.) STARFIX;SMC3-77680-100;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шлифмашины;WORTEX;Шлифмашина для стен и потолков WORTEX DG 1875 в кор. + АКЦИЯ;DG187500004A1;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шлифмашины;WORTEX;Шлифмашина для стен и потолков WORTEX DG 2210 в кор. 1220 Вт, 225 мм, 1500-2300 об/мин;0304214;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шлифмашины;WORTEX;Шлифмашина для стен и потолков WORTEX DG 2285 в кор. 820 Вт, 225 мм, LED, 600-1900 об/мин;0304215;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Шторки и карнизы для ванн и поддонов;PERFECTO LINEA;Шторка для ванной (12 колец в комплекте), 180x180 см, Secret, лампы, PERFECTO LINEA;36-118101;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Угловые шлифмашины (болгарки);BULL;Одноручная углошлифмашина BULL WS 1207 в кор. 125 мм, 1400 Вт, плав. пуск., рег. об, конст. эл.;329010;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Угловые шлифмашины (болгарки);BULL;Одноручная углошлифмашина BULL WS 1202 в кор. + АКЦИЯ!(5 отрезных кругов в ПОДАРОК!);03014126A2;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Угловые шлифмашины (болгарки);BULL;Аккум. углошлифмашина BULL CSG 1812 R в кор. XLTpro  SOLO БЕСЩЕТ, 125 мм, рег. об., 8000 об/мин;1333372;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Угловые шлифмашины (болгарки);BULL;Аккум. углошлифмашина BULL CSG 1812 R в чем. XLTpro БЕСЩЕТ, 125 мм, рег. об., 8000 об/мин, 1х4 А*ч;1333373;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Угловые шлифмашины (болгарки);BULL;Аккум. углошлифмашина BULL CSG 1812 R в чем. XLTpro БЕСЩЕТ, 125 мм, рег. об., 8000 об/мин, 2х4 А*ч;1333374;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Циркулярные, торцовочные и сабельные пилы;MAKITA;Аккум. отрезная пила по металлу MAKITA LXT DLW 140 Z;DLW140Z;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Наконечники, гильзы кабельные;REXANT;Наконечник ТМЛ 35–12–10 (35мм2 - d12мм) ГОСТ 7386-80 REXANT;07-5321-5;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
